date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:45:02	224/224	---M-Z	200	added ('OK')	text/css	etag:%22e0-58900307c2180-gzip%22	https://hernehillfestival.org/css/Layout/PhotoGallery.css?date=20260526	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/css/Layout/PhotoGalleryb117.css	(from https://hernehillfestival.org/excellence)
18:45:02	1684795/1684795	---MC-	200	added ('OK')	image/jpeg	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/780/The+Southwark+Sinfonietta+new.jpg	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/780/The%20Southwark%20Sinfonietta%20new.jpg	(from https://hernehillfestival.org/programme)
18:45:02	2268/2268	---M-Z	200	added ('OK')	text/javascript	etag:%228dc-58e31a321db40-gzip%22	https://hernehillfestival.org/js/HHMF/Layout/PhotoGallery.js	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/js/HHMF/Layout/PhotoGallery.js	(from https://hernehillfestival.org/excellence)
18:45:07	1842/1842	---M-Z	200	added ('OK')	text/css	etag:%22732-5f6244eaf7c0e-gzip%22	https://hernehillfestival.org/css/custom-pages/Sponsors.css?date=20260526	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/css/custom-pages/Sponsorsb117.css	(from https://hernehillfestival.org/sponsors)
18:45:07	1124046/1124046	---MC-	200	added ('OK')	image/jpeg	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/720	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/HHS%20award%202.jpg	(from https://hernehillfestival.org/excellence)
18:45:07	3566/3566	---MC-	200	added ('OK')	image/png	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/520	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/herne_hill_school_long.png	(from https://hernehillfestival.org/sponsors)
18:45:09	45848/45848	---MC-	200	added ('OK')	image/jpeg	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/630	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/HerneHillSchoolLogo22%20tiny.jpg	(from https://hernehillfestival.org/sponsors)
18:45:11	58833/58833	---MC-	200	added ('OK')	image/jpeg	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/544	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/herne_hill_boy_girl.jpg	(from https://hernehillfestival.org/sponsors)
18:45:13	21836/21836	---MC-	200	added ('OK')	image/jpeg	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/796	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/Lambeth%20Council.jpg	(from https://hernehillfestival.org/sponsors)
18:45:13	103159/103159	---MC-	200	added ('OK')	image/jpeg	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/316	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/swk_logo(funded)teal.jpg	(from https://hernehillfestival.org/sponsors)
18:45:13	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2026%20May%202026%2017:45:13%20GMT	https://hernehillfestival.org/llewelyns-restaurant.co.uk	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/llewelyns-restaurant.co.50.delayed	(from https://hernehillfestival.org/sponsors)
18:45:14	17869/17869	---MC-	200	added ('OK')	image/png	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/504	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/llewelyns-logo.png	(from https://hernehillfestival.org/sponsors)
18:45:14	127494/127494	---MC-	200	added ('OK')	image/png	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/360	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/PETERMANS.png	(from https://hernehillfestival.org/sponsors)
18:45:18	253021/253021	---MC-	200	added ('OK')	image/jpeg	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/756	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/Half%20Moon%20Dental%20Centre.jpg	(from https://hernehillfestival.org/sponsors)
18:45:18	35002/35002	---MC-	200	added ('OK')	image/jpeg	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/461	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/HHSoc%20logo%20new.jpg	(from https://hernehillfestival.org/sponsors)
18:45:18	418351/418351	---MC-	200	added ('OK')	image/png	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/41	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/HERNE_HILL_FORUM.png	(from https://hernehillfestival.org/sponsors)
18:45:19	461/461	---M-Z	200	added ('OK')	text/css	etag:%221cd-633afee998da8-gzip%22	https://hernehillfestival.org/css/form.css?date=20260526	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/css/formb117.css	(from https://hernehillfestival.org/contact)
18:45:19	566/566	---M-Z	200	added ('OK')	text/css	etag:%22236-589003151c100-gzip%22	https://hernehillfestival.org/css/Forms/Custom/VerifyableForm.css?date=20260526	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/css/Forms/Custom/VerifyableFormb117.css	(from https://hernehillfestival.org/contact)
18:45:19	75/75	---M-Z	200	added ('OK')	text/css	etag:%224b-58900308b63c0-gzip%22	https://hernehillfestival.org/css/custom-pages/Contact.css?date=20260526	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/css/custom-pages/Contactb117.css	(from https://hernehillfestival.org/contact)
18:45:20	672/672	---M-Z	200	added ('OK')	text/css	etag:%222a0-633acc6270af9-gzip%22	https://hernehillfestival.org/css/Modules/ProgrammeFilter.css	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/css/Modules/ProgrammeFilter.css	(from https://hernehillfestival.org/css/custom-pages/Archive.css?date=20260526)
18:45:20	626/626	---M-Z	200	added ('OK')	text/css	etag:%22272-633acc642a184-gzip%22	https://hernehillfestival.org/css/custom-pages/Programme.css	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/css/custom-pages/Programme.css	(from https://hernehillfestival.org/css/custom-pages/Archive.css?date=20260526)
18:45:21	19534/19534	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:21%20GMT	https://hernehillfestival.org/archive/2025/2025-09-14/details/254-Brockfest	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2025/2025-09-14/details/254-Brockfest.html	(from https://hernehillfestival.org/archive/2025)
18:45:21	20235/20235	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:21%20GMT	https://hernehillfestival.org/archive/2025/2025-10-10/details/236-Nel+Begley+-+Friends	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2025/2025-10-10/details/236-Nel+Begley+-+Friends.html	(from https://hernehillfestival.org/archive/2025)
18:45:21	16568/16568	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:21%20GMT	https://hernehillfestival.org/archive/2025/2025-10-11/details/238-Forest+Hill+Chamber+Collective+-+Nigel+Grice+Jazz+Collective	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2025/2025-10-11/details/238-Forest+Hill+Chamber+Collective+-+Nigel+Grice+Jazz+Collective.html	(from https://hernehillfestival.org/archive/2025)
18:45:22	13650/13650	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:22%20GMT	https://hernehillfestival.org/archive/2025/2025-10-11/details/252-Whippersnappers	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2025/2025-10-11/details/252-Whippersnappers.html	(from https://hernehillfestival.org/archive/2025)
18:45:22	20750/20750	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:22%20GMT	https://hernehillfestival.org/archive/2025/2025-10-11/details/239-Herne+Hill+Sings+On	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2025/2025-10-11/details/239-Herne+Hill+Sings+On.html	(from https://hernehillfestival.org/archive/2025)
18:45:22	16332/16332	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:22%20GMT	https://hernehillfestival.org/archive/2025/2025-10-11/details/237-Matt+Kent+-+Olivia+Lester	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2025/2025-10-11/details/237-Matt+Kent+-+Olivia+Lester.html	(from https://hernehillfestival.org/archive/2025)
18:45:23	14639/14639	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:23%20GMT	https://hernehillfestival.org/archive/2025/2025-10-12/details/240-South+East+London+Folk+Orchestra+-SELFolk-	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2025/2025-10-12/details/240-South+East+London+Folk+Orchestra+-SELFolk-.html	(from https://hernehillfestival.org/archive/2025)
18:45:23	16213/16213	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:23%20GMT	https://hernehillfestival.org/archive/2025/2025-10-12/details/199-Misty+-+Rufus+Miller	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2025/2025-10-12/details/199-Misty+-+Rufus+Miller.html	(from https://hernehillfestival.org/archive/2025)
18:45:23	13265/13265	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:23%20GMT	https://hernehillfestival.org/archive/2025/2025-10-12/details/247-Festival+Choral+Evensong+Sunday	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2025/2025-10-12/details/247-Festival+Choral+Evensong+Sunday.html	(from https://hernehillfestival.org/archive/2025)
18:45:24	15993/15993	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:24%20GMT	https://hernehillfestival.org/archive/2025/2025-10-13/details/248-Quantum+Gong+Bath+Meditation+with+Alicia+M-+Ri+Atu+M-	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2025/2025-10-13/details/248-Quantum+Gong+Bath+Meditation+with+Alicia+M-+Ri+Atu+M-.html	(from https://hernehillfestival.org/archive/2025)
18:45:25	13779/13779	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:24%20GMT	https://hernehillfestival.org/archive/2025/2025-10-13/details/242-Heads+Up+Jazz+Jam	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2025/2025-10-13/details/242-Heads+Up+Jazz+Jam.html	(from https://hernehillfestival.org/archive/2025)
18:45:25	19134/19134	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:25%20GMT	https://hernehillfestival.org/archive/2025/2025-10-14/details/224-Adam+Beattie	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2025/2025-10-14/details/224-Adam+Beattie.html	(from https://hernehillfestival.org/archive/2025)
18:45:25	16961/16961	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:25%20GMT	https://hernehillfestival.org/archive/2025/2025-10-15/details/243-Dance+Class+-+Fabulous+Honeys+Swing+Band	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2025/2025-10-15/details/243-Dance+Class+-+Fabulous+Honeys+Swing+Band.html	(from https://hernehillfestival.org/archive/2025)
18:45:26	15182/15182	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:25%20GMT	https://hernehillfestival.org/archive/2025/2025-10-16/details/249-iyatra+Quartet	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2025/2025-10-16/details/249-iyatra+Quartet.html	(from https://hernehillfestival.org/archive/2025)
18:45:26	18175/18175	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:26%20GMT	https://hernehillfestival.org/archive/2025/2025-10-17/details/244-Creature+-+Machine+Presents-	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2025/2025-10-17/details/244-Creature+-+Machine+Presents-.html	(from https://hernehillfestival.org/archive/2025)
18:45:26	15299/15299	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:26%20GMT	https://hernehillfestival.org/archive/2025/2025-10-18/details/253-The+Last+of+the+Boggarts	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2025/2025-10-18/details/253-The+Last+of+the+Boggarts.html	(from https://hernehillfestival.org/archive/2025)
18:45:27	22577/22577	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:26%20GMT	https://hernehillfestival.org/archive/2025/2025-10-18/details/251-Music+For+Housing	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2025/2025-10-18/details/251-Music+For+Housing.html	(from https://hernehillfestival.org/archive/2025)
18:45:27	15789/15789	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:27%20GMT	https://hernehillfestival.org/archive/2025/2025-10-19/details/246-Mazaika	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2025/2025-10-19/details/246-Mazaika.html	(from https://hernehillfestival.org/archive/2025)
18:45:27	15166/15166	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:27%20GMT	https://hernehillfestival.org/archive/2025/2025-10-19/details/245-The+Southwark+Sinfonietta	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2025/2025-10-19/details/245-The+Southwark+Sinfonietta.html	(from https://hernehillfestival.org/archive/2025)
18:45:28	15176/15176	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:28%20GMT	https://hernehillfestival.org/archive/2024/2024-10-11/details/1-Sarah+L+King+-+Jazz+at+The+Half+Moon	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2024/2024-10-11/details/1-Sarah+L+King+-+Jazz+at+The+Half+Moon.html	(from https://hernehillfestival.org/archive/2024)
18:45:30	16310/16310	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:30%20GMT	https://hernehillfestival.org/archive/2024/2024-10-12/details/4-Dogoda+Quintet+-+INDIG-O+-+Coffee+Morning+Music	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2024/2024-10-12/details/4-Dogoda+Quintet+-+INDIG-O+-+Coffee+Morning+Music.html	(from https://hernehillfestival.org/archive/2024)
18:45:30	3819515/3819515	---MC-	200	added ('OK')	image/jpeg	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/725/SarahLKing_Smile_23mb.jpg	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/725/SarahLKing_Smile_23mb.jpg	(from https://hernehillfestival.org/archive/2024)
18:45:32	525864/525864	---MC-	200	added ('OK')	image/jpeg	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/731/DogodaQuintet.jpeg	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/731/DogodaQuintet.jpeg	(from https://hernehillfestival.org/archive/2024)
18:45:32	19305/19305	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:32%20GMT	https://hernehillfestival.org/archive/2024/2024-10-12/details/9-Herne+Hill+Sings+On+with+4+Choirs	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2024/2024-10-12/details/9-Herne+Hill+Sings+On+with+4+Choirs.html	(from https://hernehillfestival.org/archive/2024)
18:45:36	103557/103557	---MC-	200	added ('OK')	image/jpeg	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/702/Clapham+Community+Choir+2023.jpg	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/702/Clapham%20Community%20Choir%202023.jpg	(from https://hernehillfestival.org/archive/2024)
18:45:36	15755/15755	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:36%20GMT	https://hernehillfestival.org/archive/2024/2024-10-12/details/10-South+London+Jazz+Orchestra	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2024/2024-10-12/details/10-South+London+Jazz+Orchestra.html	(from https://hernehillfestival.org/archive/2024)
18:45:40	14963/14963	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:40%20GMT	https://hernehillfestival.org/archive/2024/2024-10-12/details/16-Creature+-+Machine	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2024/2024-10-12/details/16-Creature+-+Machine.html	(from https://hernehillfestival.org/archive/2024)
18:45:40	14651/14651	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:40%20GMT	https://hernehillfestival.org/archive/2024/2024-10-13/details/14-The+Big+Swing+Band	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2024/2024-10-13/details/14-The+Big+Swing+Band.html	(from https://hernehillfestival.org/archive/2024)
18:45:41	4711427/4711427	---MC-	200	added ('OK')	image/jpeg	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/727/SLJO%3A2024.JPG	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/727/SLJO_2024.JPG	(from https://hernehillfestival.org/archive/2024)
18:45:42	122905/122905	---MC-	200	added ('OK')	image/jpeg	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/742/Big+Swing+Band.jpg	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/742/Big%20Swing%20Band.jpg	(from https://hernehillfestival.org/archive/2024)
18:45:43	15649/15649	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:42%20GMT	https://hernehillfestival.org/archive/2024/2024-10-13/details/2-Peter+Black	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2024/2024-10-13/details/2-Peter+Black.html	(from https://hernehillfestival.org/archive/2024)
18:45:45	13702/13702	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:45%20GMT	https://hernehillfestival.org/archive/2024/2024-10-13/details/7-Come+and+Sing+Evensong	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2024/2024-10-13/details/7-Come+and+Sing+Evensong.html	(from https://hernehillfestival.org/archive/2024)
18:45:45	4138110/4138110	---MC-	200	added ('OK')	image/jpeg	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/730/Peter+Black.JPG	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/730/Peter%20Black.JPG	(from https://hernehillfestival.org/archive/2024)
18:45:47	134158/134158	---MC-	200	added ('OK')	image/jpeg	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/757/St+Faith%27s+interior.jpg	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/757/St%20Faith's%20interior.jpg	(from https://hernehillfestival.org/archive/2024)
18:45:47	13508/13508	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:47%20GMT	https://hernehillfestival.org/archive/2024/2024-10-14/details/12-Heads+Up+Jazz+Jam	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2024/2024-10-14/details/12-Heads+Up+Jazz+Jam.html	(from https://hernehillfestival.org/archive/2024)
18:45:51	480648/480648	---MC-	200	added ('OK')	image/jpeg	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/733/Jazz+Jam.jpg	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/733/Jazz%20Jam.jpg	(from https://hernehillfestival.org/archive/2024)
18:45:51	15473/15473	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:51%20GMT	https://hernehillfestival.org/archive/2024/2024-10-15/details/11-Whiskey+Moon+Face	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2024/2024-10-15/details/11-Whiskey+Moon+Face.html	(from https://hernehillfestival.org/archive/2024)
18:45:55	271455/271455	---MC-	200	added ('OK')	image/jpeg	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/746/WMFCOLOUR2.jpeg	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/746/WMFCOLOUR2.jpeg	(from https://hernehillfestival.org/archive/2024)
18:45:55	15063/15063	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:55%20GMT	https://hernehillfestival.org/archive/2024/2024-10-16/details/8-Kalmaar	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2024/2024-10-16/details/8-Kalmaar.html	(from https://hernehillfestival.org/archive/2024)
18:45:59	14809/14809	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:45:59%20GMT	https://hernehillfestival.org/archive/2024/2024-10-17/details/17-Grinch+Mountain+Bluegrass+Band	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2024/2024-10-17/details/17-Grinch+Mountain+Bluegrass+Band.html	(from https://hernehillfestival.org/archive/2024)
18:45:59	1301013/1301013	---MC-	200	added ('OK')	image/png	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/750/Kalmaar+Duo.png	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/750/Kalmaar%20Duo.png	(from https://hernehillfestival.org/archive/2024)
18:46:04	15527/15527	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:46:04%20GMT	https://hernehillfestival.org/archive/2024/2024-10-18/details/3-SELFolk+-+Ceilidh	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2024/2024-10-18/details/3-SELFolk+-+Ceilidh.html	(from https://hernehillfestival.org/archive/2024)
18:46:05	13415/13415	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:46:05%20GMT	https://hernehillfestival.org/archive/2024/2024-10-19/details/18-Music+for+Young+Families	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2024/2024-10-19/details/18-Music+for+Young+Families.html	(from https://hernehillfestival.org/archive/2024)
18:46:05	3528216/3528216	---MC-	200	added ('OK')	image/jpeg	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/751/GRINCH+MOUNTAIN+COLOUR.jpg	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/751/GRINCH%20MOUNTAIN%20COLOUR.jpg	(from https://hernehillfestival.org/archive/2024)
18:46:05	17926/17926	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:46:05%20GMT	https://hernehillfestival.org/archive/2024/2024-10-19/details/13-Peter+and+the+Wolves	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2024/2024-10-19/details/13-Peter+and+the+Wolves.html	(from https://hernehillfestival.org/archive/2024)
18:46:07	50751/50751	---MC-	200	added ('OK')	image/jpeg	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/755/Peter-and-the-Wolf-768x461-2331617403.jpg	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/755/Peter-and-the-Wolf-768x461-2331617403.jpg	(from https://hernehillfestival.org/archive/2024)
18:46:07	13897/13897	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:46:07%20GMT	https://hernehillfestival.org/archive/2024/2024-10-20/details/5-Junior+Open+Mic+Concert	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2024/2024-10-20/details/5-Junior+Open+Mic+Concert.html	(from https://hernehillfestival.org/archive/2024)
18:46:10	15555/15555	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:46:10%20GMT	https://hernehillfestival.org/archive/2024/2024-10-20/details/6-Hank+Dogs	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2024/2024-10-20/details/6-Hank+Dogs.html	(from https://hernehillfestival.org/archive/2024)
18:46:10	2234990/2234990	---MC-	200	added ('OK')	image/jpeg	etag:%22d086a3cc4709c0f2af322eb14bede6c3%22	https://hernehillfestival.org/images/694/JOM+2023.jpeg	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/images/694/JOM%202023.jpeg	(from https://hernehillfestival.org/archive/2024)
18:46:12	14896/14896	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202026%2017:46:11%20GMT	https://hernehillfestival.org/archive/2024/2024-10-20/details/15-The+Southwark+Sinfonietta	C:/Users/helen/hernehillfestivalarchive/Herne%20Hill%20Festival%20Archive/hernehillfestival.org/archive/2024/2024-10-20/details/15-The+Southwark+Sinfonietta.html	(from https://hernehillfestival.org/archive/2024)
